bookID,title,authors,average_rating,isbn,isbn13
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift-Jesse Gale,3.79,1416500391,9.78E+12
2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C.-Xavier de C.-Joseph Rowe,4.75,1556434952,9.78E+12
2685,Collected Travel Writings: The Continent: A Little Tour in France / Italian Hours / Other Travels,Henry James-Richard Howard,3.7,940450771,9.78E+12
2686,The Bostonians,Henry James-R.D. Gooder,3.59,192834428,9.78E+12
2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James-Myra Jehlen,4.25,1931082308,9.78E+12
2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James-Leo Bersani,4.68,193108288X,9.78E+12
2692,Complete Stories 1892–1898,Henry James-John Hollander-David Bromwich,4.23,1883011094,9.78E+12
2693,The New York Stories of Henry James,Henry James-Colm Tóibín,4.04,1590171624,9.78E+12
2696,The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,140424385,9.78E+12
2698,The Canterbury Tales,Geoffrey Chaucer-David  Wright,3.49,019283360X,9.78E+12
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer-Jill Mann,3.49,014042234X,9.78E+12
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer-Vincent Foster Hopper,3.75,812000390,9.78E+12
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.01,198711557,9.78E+12
2706,Love Visions,Geoffrey Chaucer-Brian Stone,3.58,140444084,9.78E+12
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,671475029,9.78E+12
2711,The Riverside Chaucer,Geoffrey Chaucer-Larry Dean Benson-F.N. Robinson,4.18,395290317,9.78E+12
2713,The Portable Chaucer,Geoffrey Chaucer-Theodore Morrison,3.86,140150811,9.78E+12
2715,Salt: A World History,Mark Kurlansky,3.74,142001619,9.78E+12
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan-Kadir Nelson-Roslyn M. Jordan,4.21,689834195,9.78E+12
2719,The Book of Salt,Monique Truong,3.51,618446885,9.78E+12
2722,Cities of Salt,Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.1,039475526X,9.78E+12
2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,553580078,9.78E+12
2725,Illuminations: Essays and Reflections,Walter Benjamin-Hannah Arendt-Harry Zohn-Leon Wieseltier,4.29,805202412,9.78E+12
2727,Saul Steinberg: Illuminations,Saul Steinberg-Joel Smith-Charles Simic,4.46,300115865,9.78E+12
2731,Advanced Global Illumination,Philip Dutre,4.47,1568813074,9.78E+12
2735,Snow Falling On Cedars,David Guterson,3.83,074754655X,9.78E+12
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.09,1558745157,9.78E+12
2744,Anansi Boys,Neil Gaiman,4.02,60515198,9.78E+12
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack-Mary Pipher,3.82,805061835,9.78E+12
2748,Microserfs,Douglas Coupland,3.88,60987049,9.78E+12
2749,Microserfs,Douglas Coupland,3.88,7179812,9.78E+12
2751,Microserfs,Douglas Coupland,3.88,6548598,9.78E+12
2753,The Language of New Media,Lev Manovich,3.85,262632551,9.78E+12
2756,New Media Language,Jean Aitchison-Diana M. Lewis,3,415283043,9.78E+12
2761,The Denial of Death,Ernest Becker-Sam Keen-Daniel Goleman,4.17,684832402,9.78E+12
2767,A People's History of the United States,Howard Zinn,4.08,60838655,9.78E+12
2768,A People's History of the United States,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.08,1565848268,9.78E+12
2770,A People's History of the United States: The Civil War to the Present,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4,1565847253,9.78E+12
2778,Graphic Design: A Concise History (World of Art),Richard Hollis,3.99,500203474,9.78E+12
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4,822318644,9.78E+12
2784,Ways of Seeing,John Berger,3.78,140135154,9.78E+12
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.89,039574010X,9.78E+12
2794,The Crying of Lot 49,Thomas Pynchon,3.7,006091307X,9.78E+12
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,425181642,9.78E+12
2804,Passionate Minds,David Bodanis,4.08,307237206,9.78E+12
2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein-Clyde S. Kilby,3.93,094089548X,9.78E+12
2811,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,440936853,9.78E+12
2813,The Time Quartet (A Wrinkle in Time  A Wind in the Door  A Swiftly Tilting Planet  Many Waters),Madeleine L'Engle,4.35,739439707,9.78E+12
2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.13,877887268,9.78E+12
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle-Mary Chambers,3.99,877880204,9.78E+12
2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,62545035,9.78E+12
2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche-Raymond Geuss-Ronald Speirs,4.02,521639875,9.78E+12
2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche-Francis Golffing,4,385092105,9.78E+12
2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,9.78E+12
2823,The Birth of Tragedy,Friedrich Nietzsche-Michael Tanner-Shaun Whiteside,3.98,140433392,9.78E+12
2833,The Life and Death of Carthage; A Survey of Punic History and Culture from Its Birth to the Final Tragedy,Gilbert Picard,4,283352558,9.78E+12
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain-David Lionel Smith-Sherley Anne Williams,3.79,195114159,9.78E+12
2835,The Tragedy of Pudd'nhead Wilson,Mark Twain-Michael Prichard,3.79,140015068X,9.78E+12
2836,Bridge to Terabithia,Katherine Paterson-Donna Diamond,3.99,60734019,9.78E+12
2839,Bridge to Terabithia,Katherine Paterson,3.99,439366771,9.78E+12
2842,Bridge to Terabithia,Katherine Paterson,3.99,440841216,9.78E+12
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,439271711,9.78E+12
2846,The Great Gilly Hopkins,Katherine Paterson,3.84,380652196,9.78E+12
2847,Bread and Roses  Too,Katherine Paterson,3.76,618654798,9.78E+12
2848,Blueberries for the Queen,John  Paterson-Katherine Paterson-Susan Jeffers,3.76,66239427,9.78E+12
2851,The Invisible Child,Katherine Paterson,4.26,525464824,9.78E+12
2855,A Short History of Decay,Emil M. Cioran-Richard Howard,4.26,1559704640,9.78E+12
2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.44,078690206X,9.78E+12
2864,Girl with a Pearl Earring,Tracy Chevalier,3.87,452284937,9.78E+12
2865,Girl with a Pearl Earring,Tracy Chevalier,3.87,452287022,9.78E+12
2866,Girl With a Pearl Earring,Tracy Chevalier,3.87,6513204,9.78E+12
2868,The Golden Tulip,Rosalind Laker,3.92,385415605,9.78E+12
2871,Burning Bright,Tracy Chevalier,3.36,052594978X,9.78E+12
2872,Falling Angels,Tracy Chevalier,3.57,452283205,9.78E+12
2873,The Virgin Blue,Tracy Chevalier,3.66,452284449,9.78E+12
2874,The Lady and the Unicorn,Tracy Chevalier,3.68,965903532,9.78E+12
2875,Wenn Engel fallen,Tracy Chevalier,3.57,3471772537,9.78E+12
2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter-Tracy Chevalier-Colin Wiggins,3.58,1857093313,9.78E+12
2879,Bleach  Volume 15,Tite Kubo,4.42,1421506130,9.78E+12
2880,Bleach  Volume 01,Tite Kubo,4.22,1591164419,9.78E+12
2881,Bleach  Volume 14,Tite Kubo,4.38,1421506122,9.78E+12
2882,Bleach  Volume 11,Tite Kubo,4.36,1421502712,9.78E+12
2883,Bleach  Volume 12,Tite Kubo,4.36,1421504030,9.78E+12
2885,デスノート 1: (退屈) [Desu Nōto: Taikutsu]  (Death Note  #1),Tsugumi Ohba-Takeshi Obata,4.43,4088736214,9.78E+12
2886,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba-Takeshi Obata,4.39,4088736710,9.78E+12
2887,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba-Takeshi Obata,4.43,4088736524,9.78E+12
2891,The Love Artist,Valerie Parv,3.25,263755819,9.78E+12
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,373028601,9.78E+12
2895,Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,4.02,307277763,9.78E+12
2896,Das Parfum: Die Geschichte eines Mörders,Patrick Süskind,4.02,3257228007,9.78E+12
2898,Three Stories and a Reflection,Patrick Süskind,3.57,747534934,9.78E+12
2899,The Pigeon,Patrick Süskind,3.68,140105832,9.78E+12
2900,The Story of Mr Sommer,Patrick Süskind-Jean-Jacques Sempé,3.85,747566755,9.78E+12
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,4088732138,9.78E+12
2907,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,2723442276,9.78E+12
2910,The Worm Ouroboros,E.R. Eddison-Orville Prescott-James Stephens-Keith  Henderson,3.7,3452200131,9.78E+12
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen-Steve Chorney,3.7,440410258,9.78E+12
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,440229359,9.78E+12
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.43,440419670,9.78E+12
2921,Chicago Blues: The City and the Music,Mike  Rowe-Ronald Radano,3.88,306801450,9.78E+12
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.25,156001454,9.78E+12
2928,Brian's Winter,Gary Paulsen,4.01,385321988,9.78E+12
2932,Robinson Crusoe,Daniel Defoe-Gerald McCann-Virginia Woolf,3.67,375757325,9.78E+12
2933,Robinson Crusoe,Daniel Defoe-John J. Richetti,3.67,141439823,9.78E+12
2934,Robinson Crusoe,Daniel Defoe-Michael Shinagel,3.67,393964523,9.78E+12
2936,Robinson Crusoe,Daniel Defoe,3.67,760704023,9.78E+12
2937,Robinson Crusoe,Daniel Defoe-Avi,3.67,689844085,9.78E+12
2940,Robinson Crusoe,Daniel Defoe,3.67,1587263882,9.78E+12
2942,A General History of the Pyrates,Daniel Defoe-Manuel Schonhorn-Charles   Johnson,3.79,486404889,9.78E+12
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain-Paul Baender-Dahlia Armon-Walter Blair,3.85,520238958,9.78E+12
2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain-Lee Nelson,3.59,1555176801,9.78E+12
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain-Guy Cardwell-Louis J. Budd,4.06,1883011884,9.78E+12
2956,The Adventures of Huckleberry Finn,Mark Twain-Guy Cardwell-John Seelye,3.81,142437174,9.78E+12
2958,Adventures of Huckleberry Finn,Mark Twain-E.W. Kemble,3.81,486443221,9.78E+12
2960,Adventures of Huckleberry Finn,Mark Twain-George Saunders,3.81,375757376,9.78E+12
2962,The Annotated Huckleberry Finn,Mark Twain-Michael Patrick Hearn-E.W. Kemble,3.81,393020398,9.78E+12
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,486406644,9.78E+12
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain-Lin Salamo-Victor Fischer-Michael B. Frank,3.86,520242459,9.78E+12
2968,The Complete Short Stories of Mark Twain,Mark Twain-Charles Neider,4.28,553211951,9.78E+12
2971,The Autobiography of Mark Twain,Mark Twain-Charles Neider,4.05,60955422,9.78E+12
2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain-Louis J. Budd,4.39,940450739,9.78E+12
2975,The Kite Runner,Khaled Hosseini,4.28,1594481776,9.78E+12
2977,Drageløberen,Khaled Hosseini-Alis Friis Caspersen,4.28,8777147200,9.79E+12
2978,Lost Horizon,James Hilton,3.92,60594527,9.78E+12
2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott-C. Michael Dudash-Stephen W. Hines,3.95,1589199502,9.78E+12
2989,Behind a Mask: The Unknown Thrillers of Louisa May Alcott,Louisa May Alcott-Madeleine B. Stern,3.76,688151329,9.78E+12
2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,671019872,9.78E+12
2998,The Secret Garden,Frances Hodgson Burnett,4.13,517189607,9.78E+12
3003,The Secret Garden,Frances Hodgson Burnett-Sandra M. Gilbert,4.13,451528832,9.78E+12
3004,The Secret Garden,Martha Hailey DuBose-Frances Hodgson Burnett-Lucy Corvino-Arthur Pober,4.3,1402713193,9.78E+12
3006,The Secret Garden,Frances Hodgson Burnett-Alison Lurie,4.13,142437050,9.78E+12
3008,A Little Princess,Frances Hodgson Burnett-Nancy Bond,4.19,142437018,9.78E+12
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler-Frances Hodgson Burnett-Prudence See,4.28,60277408,9.78E+12
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.31,465081452,9.78E+12
3025,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.31,465002609,9.78E+12
3040,Black Rednecks and White Liberals,Thomas Sowell,4.36,1594030863,9.78E+12
3041,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,465081436,9.78E+12
3042,Knowledge And Decisions,Thomas Sowell,4.38,465037380,9.78E+12
3047,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.32,465081428,9.78E+12
3048,Sir Gawain and the Green Knight/Pearl/Sir Orfeo,Unknown-J.R.R. Tolkien-Christopher Tolkien,3.97,345277600,9.78E+12
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings-Juan Wijngaard,3.89,744520053,9.78E+12
3053,Alcoholics Anonymous,Alcoholics Anonymous,4.44,916856593,9.78E+12
3055,Alcoholics Anonymous,Alcoholics Anonymous,4.44,1893007162,9.78E+12
3056,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.37,960989862,9.78E+12
3061,The Natural Way to Draw,Kimon Nicolaides-Mamie Harmon,3.88,395530075,9.78E+12
3065,Natural Health  Natural Medicine,Andrew Weil,4.12,618479031,9.78E+12
3066,The Fixer,Bernard Malamud-Jonathan Safran Foer,3.95,374529388,9.78E+12
3067,The Complete Stories,Bernard Malamud-Robert Giroux,4.25,374525757,9.78E+12
3068,The Assistant,Bernard Malamud-Jonathan Rosen,3.88,374504849,9.78E+12
3070,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,878054901,9.78E+12
3072,The Tenants,Bernard Malamud-Aleksandar Hemon,3.66,374521026,9.78E+12
3075,Enchanted April: Acting Edition,Matthew Barber-Elizabeth von Arnim,3.59,822219751,9.78E+12
3084,April  May und June,Elizabeth von Arnim,3.89,345833422X,9.78E+12
3087,A Room with a View,E.M. Forster,3.9,1420925431,9.78E+12
3088,A Room with a View / Howards End,E.M. Forster-Benjamin DeMott,4.1,451521412,9.78E+12
3100,E.M. Forster: Critical Guidebook,Lionel Trilling-E.M. Forster,3.52,811202100,9.78E+12
3101,The Longest Journey,E.M. Forster-Gilbert Adair-Elizabeth Heine,3.48,141441488,9.78E+12
3102,Howards End,E.M. Forster,3.96,486424545,9.78E+12
3103,Maurice,E.M. Forster,4.01,393310329,9.78E+12
3104,E. M. Forster: A Life,P.N. Furbank,4.11,156286513,9.78E+12
3105,Howards End,E.M. Forster,3.96,141183357,9.78E+12
3107,The Sixteen Pleasures,Robert Hellenga,3.58,385314698,9.78E+12
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,1594200823,9.78E+12
3110,Assassination Vacation,Sarah Vowell,3.98,074326004X,9.78E+12
3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,1594200939,9.78E+12
3117,The Rescue (Kidnapped  #3),Gordon Korman,4.11,439847796,9.78E+12
3119,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,439651417,9.78E+12
3120,Public Enemies (On The Run  #5),Gordon Korman,4.19,439651409,9.78E+12
3130,Runaway Bride,Deborah  Gordon,4.25,380777584,9.78E+12
3140,The Bridge on the Drina,Ivo Andrić-Lovett F. Edwards-William H. McNeill,4.33,226020452,9.78E+12
3142,The Bridge over the Drina,Ivo Andrić,4.33,1860460585,9.78E+12
3143,Drina Dances in Exile,Jean Estoril,4.14,590430815,9.78E+12
3144,Drina Dances in Paris,Jean Estoril,4.16,750000333,9.78E+12
3145,Drina Ballerina,Jean Estoril,4.15,750005947,9.78E+12
3146,Drina Dances in Italy,Jean Estoril-Mabel Esther Allan,4.1,590425587,9.78E+12
3147,Le Pont sur la Drina,Ivo Andrić-Pascale Delpech,4.33,225393321X,9.78E+12
3149,Drina's Dancing Year,Jean Estoril,4.08,750012617,9.78E+12
3150,Drina Dances Again,Jean Estoril-Mabel Esther Allan,4.1,590425579,9.78E+12
3152,Drina Dances in Italy,Jean Estoril,4.1,750012633,9.78E+12
3153,Cindy macht ihren Weg,Jean Estoril-Mabel Esther Allan,4.1,3785533950,9.78E+12
3154,Cindy träumt vom Tanzen,Jean Estoril-Mabel Esther Allan,4.06,3785530889,9.78E+12
3155,Drina Goes on Tour,Jean Estoril-Mabel Esther Allan,4.25,750002468,9.78E+12
3156,Drina Dances in Madeira,Jean Estoril-Mabel Esther Allan,4.09,750002425,9.78E+12
3162,Selected Writings from Protagoras/Republic/Phaedrus/Gorgias,Plato,4.43,1904919103,9.78E+12
3167,Phaedrus/Apology/Crito/Symposium,Plato-Benjamin Jowett,4,1420926845,9.78E+12
3178,The Phaedrus Of Plato,Plato,3.91,405048661,9.78E+12
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato-Reginald E. Allen,4.14,300044887,9.78E+12
3224,Gorgias/Menéxeno/Eutidemo/Menón/Crátilo (Diálogos II),Plato-Carlos García Gual-Julio Calonge Ruiz-Emilio Acosta Méndez-José Luis Calvo-F.J. Olivieri,4.22,8424908872,9.79E+12
3231,Gorgias/Timaeus,Plato-Benjamin Jowett,3.74,486427595,9.78E+12
3232,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle-W.S. Hett,4.57,674993381,9.78E+12
3248,Aristophanes I: Clouds/Wasps/Birds,Aristophanes-Peter Meineck-Ian C. Storey,3.76,872203603,9.78E+12
3254,The Trojan Women,Euripides-Gilbert Murray,3.87,1420927329,9.78E+12
3258,Greek Tragedies  Vol. 2: Aeschylus: The Libation Bearers; Sophocles: Electra; Euripides: Iphigenia in Tauris  Electra  The Trojan Women,David Grene-David Grene-Aeschylus-Sophocles-Euripides,4.28,226307751,9.78E+12
3273,Moloka'i (Moloka'i #1),Alan Brennert,4.16,312304358,9.78E+12
3280,Teaching with the Brain in Mind,Eric Jensen,4.1,1416600302,9.78E+12
3283,Introducing Mind and Brain (Introducing...),Angus Gellatly-Oscar Zárate-Richard Appignanesi,3.56,1840466383,9.78E+12
3290,Eva Luna,Isabel Allende-Margaret Sayers Peden,3.96,553383825,9.78E+12
3291,The Stories of Eva Luna,Isabel Allende,3.97,743217187,9.78E+12
3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende-Richard D. Woods-Kenneth M. Taggart,3.97,007001356X,9.78E+12
3294,Cuentos de Eva Luna,Isabel Allende,3.97,8401381630,9.79E+12
3298,El bosque de los pigmeos,Isabel Allende,3.76,60816198,9.78E+12
3299,De amor y de sombra,Isabel Allende,3.97,006095129X,9.78E+12
3300,Inés of My Soul,Isabel Allende-Margaret Sayers Peden,3.92,61161535,9.78E+12
3301,La casa de los espíritus,Isabel Allende,4.22,60951303,9.78E+12
3302,El plan infinito,Isabel Allende,3.71,60951273,9.78E+12
3303,El reino del dragón de oro,Isabel Allende,3.84,60591714,9.78E+12
3304,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende-Margaret Sayers Peden,3.7,60535032,9.78E+12
3311,Self,Yann Martel,3.41,571219764,9.78E+12
3312,Schiffbruch mit Tiger,Yann Martel-Manfred Allié,3.9,3100478258,9.78E+12
3316,Die Brücke über die Drina,Ivo Andrić-Ernst E. Jonas,4.33,3518399608,9.78E+12
3323,Drina Dances Again,Jean Estoril,4.1,356166856,9.78E+12
3325,Drina Dances in Switzerland,Jean Estoril-Jenny Sanders,4.03,750002441,9.78E+12
3340,The Story of Salt,Mark Kurlansky-S.D. Schindler,4.06,399239987,9.78E+12
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky-Dalai Lama XIV,3.99,679643354,9.78E+12
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.15,345448197,9.78E+12
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.9,140275010,9.78E+12
3345,1968: The Year That Rocked the World,Mark Kurlansky,3.78,345455827,9.78E+12
3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,345448146,9.78E+12
3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.84,140298517,9.78E+12
3348,The Cod's Tale,Mark Kurlansky-S.D. Schindler,3.9,399234764,9.78E+12
3351,Open City 6: The Only Woman He Ever Left,Open City Magazine-James Purdy-Daniel Pinchbeck-Michael Cunningham-Deborah Garrison-Rem Koolhaas-Rick Moody-Strawberry Saroyan-Debra Garrison,0,189044717X,9.78E+12
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,613359607,9.78E+12
3359,Angle of Repose,Wallace Stegner-Jackson J. Benson,4.27,141185473,9.78E+12
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.24,321344758,9.78E+12
3378,Generation X: Tales for an Accelerated Culture,Douglas Coupland,3.73,349108390,9.78E+12
3384,Girlfriend in a Coma,Douglas Coupland,3.61,60987324,9.78E+12
3388,Corelli's Mandolin,Louis de Bernières,3.97,067976397X,9.78E+12
3402,Kiffe Kiffe Tomorrow,Faïza Guène-Sarah    Adams,3.38,156030489,9.78E+12
3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.67,60984384,9.78E+12
3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.93,60184124,9.78E+12
3409,Temptations,Otis Williams-Patricia Romanowski,4.13,815412185,9.78E+12
3413,The Thorn Birds,Colleen McCullough,4.23,60837551,9.78E+12
3414,The Thorn Birds,Colleen McCullough,4.23,751506001,9.78E+12
3416,Caesar (Masters of Rome  #5),Colleen McCullough,4.36,60510854,9.78E+12
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.24,380710846,9.78E+12
3418,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.5,743286421,9.78E+12
3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,517201666,9.78E+12
3420,Morgan's Run,Colleen McCullough,3.94,671024183,9.78E+12
3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.28,671024205,9.78E+12
3422,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.1,068809368X,9.78E+12
3424,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.29,038071082X,9.78E+12
3425,Tim,Colleen McCullough,3.81,380711966,9.78E+12
3426,O'Brien's the Things They Carried,Jill Colella-CliffsNotes,3.66,764586688,9.78E+12
3431,The Five People You Meet in Heaven,Mitch Albom,3.92,1401308589,9.78E+12
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,99450259,9.78E+12
3438,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.87,99456761,9.78E+12
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.87,385662238,9.78E+12
3444,Northern Lights,Tim O'Brien,3.3,767904419,9.78E+12
3445,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,767904435,9.78E+12
3446,Going After Cacciato,Tim O'Brien,3.9,767904427,9.78E+12
3447,In the Lake of the Woods,Tim O'Brien,3.78,061870986X,9.78E+12
3449,The Nuclear Age,Tim O'Brien,3.44,140259104,9.78E+12
3462,The Rescue,Nicholas Sparks,4.1,446696129,9.78E+12
3463,A Bend in the Road,Nicholas Sparks,4.03,446696137,9.78E+12
3464,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,044669651X,9.78E+12
3465,Three Weeks With My Brother,Nicholas Sparks-Micah Sparks,4.02,446694851,9.78E+12
3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.98,446615862,9.78E+12
3467,The People of Sparks,Jeanne DuPrau,3.66,375828257,9.78E+12
3468,El Guardián,Nicholas Sparks-Ramón González Férriz,4.15,8496284530,9.79E+12
3469,Nights in Rodanthe,Nicholas Sparks,3.83,446691798,9.78E+12
3471,Message in a Bottle,Nicholas Sparks,3.96,446606812,9.78E+12
3473,A Walk to Remember,Nicholas Sparks,4.16,446693804,9.78E+12
3476,Icy Sparks,Gwyn Hyman Rubio,3.69,142000205,9.78E+12
3478,Message in a Bottle,Nicholas Sparks,3.96,446676071,9.78E+12
3479,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato-Dana Cameron-Mary Dahiem-Suzanne Macpherson-Cait London-Kerrelyn Sparks-Mary Daheim,3.98,61136956,9.78E+12
3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,9.78E+12
3491,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.08,767920740,9.78E+12
3493,On Truth,Harry G. Frankfurt-Baruch Spinoza,3.52,030726422X,9.78E+12
3507,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,312349486,9.78E+12
3509,Sharp Edges,Jayne Ann Krentz,3.86,671524097,9.78E+12
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.07,074321076X,9.78E+12
3513,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.79,440420628,9.78E+12
3516,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.74,440420636,9.78E+12
3517,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,739469053,9.78E+12
3519,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.55,440420598,9.78E+12
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.47,307264122,9.78E+12
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,1421505479,9.78E+12
3529,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.58,898705975,8987059752
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,1421505487,9.78E+12
